Year,Month,Operating_Airline,Passenger_Count
2019,01,Lufthansa German Airlines,76740
2019,01,Philippine Airlines,57366
2019,01,Qantas Airways,47960
2019,01,SAS Airlines,20938
2019,01,Singapore Airlines,61760
2019,01,SkyWest Airlines,646006
2019,01,Southwest Airlines,480538
2019,01,Sun Country Airlines,15652
2019,01,Swiss International,34644
2019,01,"TACA International Airlines, S.A.",30648
2019,01,Turkish Airlines,38532
2019,01,United Airlines,3129310
2019,01,Virgin Atlantic,40774
2019,01,Volaris Airlines,7452
2019,02,ABC Aerolineas S.A. de C.V. dba Interjet,16942
2019,02,"Aer Lingus, Ltd.",21162
2019,02,Aeromexico,45998
2019,02,Air Canada,124892
2019,02,Air China,35744
2019,02,Air France,30044
2019,02,Air India Limited,30256
2019,02,Air New Zealand,27638
2019,02,Air Pacific Limited dba Fiji Airways,5598
2019,02,Alaska Airlines,877574
2019,02,All Nippon Airways,23750
2019,02,American Airlines,556304
2019,02,Asiana Airlines,32098
2019,02,British Airways,58434
2019,02,"COPA Airlines, Inc.",28204
2019,02,Cathay Pacific,81600
2019,02,China Airlines,33524
2019,02,China Eastern,38172
2019,02,China Southern,32244
2019,02,Compass Airlines,69074
2019,02,Delta Air Lines,513018
2019,02,EVA Airways,88790
2019,02,Emirates,49424
2019,02,French Bee,13616
2019,02,Frontier Airlines,41252
2019,02,Hawaiian Airlines,54236
2019,02,Hong Kong Airlines Limited,17866
2019,02,Horizon Air,34918
2019,02,Iberia,8462
2019,02,Icelandair EHF,7882
2019,02,Japan Airlines,23092
2019,02,Jazz Aviation,25254
2019,02,JetBlue Airways,216754
2019,02,KLM Royal Dutch Airlines,30038
2019,02,Korean Air Lines,51266
2019,02,Lufthansa German Airlines,64180
2019,02,Philippine Airlines,39332
2019,02,Qantas Airways,38214
2019,02,SAS Airlines,19224
2019,02,Singapore Airlines,51198
2019,02,SkyWest Airlines,610642
2019,02,Southwest Airlines,430446
2019,02,Sun Country Airlines,8448
2019,02,Swiss International,29782
2019,02,"TACA International Airlines, S.A.",28190
2019,02,Turkish Airlines,34974
2019,02,United Airlines,2767852
2019,02,Virgin Atlantic,37924
2019,03,ABC Aerolineas S.A. de C.V. dba Interjet,21572
2019,03,"Aer Lingus, Ltd.",30420
2019,03,Aeromexico,50208
2019,03,Air Canada,142448
2019,03,Air China,37786
2019,03,Air France,35236
2019,03,Air India Limited,30934
2019,03,Air New Zealand,33680
2019,03,Air Pacific Limited dba Fiji Airways,7862
2019,03,Alaska Airlines,986604
2019,03,All Nippon Airways,27630
2019,03,American Airlines,663116
2019,03,Asiana Airlines,31444
2019,03,British Airways,67684
2019,03,"COPA Airlines, Inc.",31768
2019,03,Cathay Pacific,93552
2019,03,China Airlines,37280
2019,03,China Eastern,38638
2019,03,China Southern,36874
2019,03,Compass Airlines,72708
2019,03,Delta Air Lines,656760
2019,03,EVA Airways,95306
2019,03,Emirates,51884
2019,03,French Bee,16726
2019,03,Frontier Airlines,50528
2019,03,Hawaiian Airlines,62520
2019,03,Hong Kong Airlines Limited,17068
2019,03,Horizon Air,51556
2019,03,Iberia,10216
2019,03,Icelandair EHF,13138
2019,03,Japan Airlines,26886
2019,03,Jazz Aviation,31058
2019,03,JetBlue Airways,244848
2019,03,KLM Royal Dutch Airlines,35764
2019,03,Korean Air Lines,51274
2019,03,Lufthansa German Airlines,80534
2019,03,Norwegian Air UK Ltd,1298
2019,03,Philippine Airlines,41336
2019,03,Qantas Airways,46430
2019,03,SAS Airlines,25598
2019,03,Singapore Airlines,58594
2019,03,SkyWest Airlines,806078
2019,03,Southwest Airlines,537482
2019,03,Sun Country Airlines,16346
2019,03,Swiss International,34748
2019,03,"TACA International Airlines, S.A.",27318
2019,03,Turkish Airlines,38772
2019,03,United Airlines,3543532
2019,03,Virgin Atlantic,47336
2019,04,ABC Aerolineas S.A. de C.V. dba Interjet,22484
2019,04,"Aer Lingus, Ltd.",29554
2019,04,Aeromexico,51450
2019,04,Air Canada,125070
2019,04,Air China,46608
2019,04,Air France,65554
2019,04,Air India Limited,30282
2019,04,Air Italy S.P.A,5742
2019,04,Air New Zealand,24384
2019,04,Air Pacific Limited dba Fiji Airways,12016
2019,04,Alaska Airlines,964284
2019,04,All Nippon Airways,23548
2019,04,American Airlines,633742
2019,04,Asiana Airlines,29996
2019,04,British Airways,78814
2019,04,"COPA Airlines, Inc.",28410
2019,04,Cathay Pacific,88248
2019,04,China Airlines,36740
2019,04,China Eastern,39056
2019,04,China Southern,35066
2019,04,Compass Airlines,75070
2019,04,Delta Air Lines,680574
2019,04,EVA Airways,92358
2019,04,Emirates,49382
2019,04,Finnair,7734
2019,04,French Bee,22778
2019,04,Frontier Airlines,56918
2019,04,Hawaiian Airlines,61104
2019,04,Hong Kong Airlines Limited,18418
2019,04,Horizon Air,60864
2019,04,Iberia,17972
2019,04,Icelandair EHF,11912
2019,04,Japan Airlines,24358
2019,04,Jazz Aviation,31552
2019,04,JetBlue Airways,241640
2019,04,KLM Royal Dutch Airlines,62014
2019,04,Korean Air Lines,49246
2019,04,Lufthansa German Airlines,83444
2019,04,Norwegian Air UK Ltd,27358
2019,04,Philippine Airlines,36780
2019,04,Qantas Airways,44904
2019,04,SAS Airlines,21688
2019,04,Singapore Airlines,56044
2019,04,SkyWest Airlines,733742
2019,04,Southwest Airlines,546170
2019,04,Sun Country Airlines,28034
2019,04,Swiss International,36104
2019,04,"TACA International Airlines, S.A.",29962
2019,04,Turkish Airlines,34810
2019,04,United Airlines,3722974
2019,04,Virgin Atlantic,45568
2019,04,WestJet Airlines,3358
2019,05,ABC Aerolineas S.A. de C.V. dba Interjet,21982
2019,05,"Aer Lingus, Ltd.",32396
2019,05,Aeromexico,52380
2019,05,Air Canada,141380
2019,05,Air China,49624
2019,05,Air France,79140
2019,05,Air India Limited,32534
2019,05,Air Italy S.P.A,7278
2019,05,Air New Zealand,25632
2019,05,Air Pacific Limited dba Fiji Airways,12066
2019,05,Alaska Airlines,1010978
2019,05,All Nippon Airways,25798
2019,05,American Airlines,712810
2019,05,Asiana Airlines,32368
2019,05,British Airways,82604
2019,05,"COPA Airlines, Inc.",29978
2019,05,Cathay Pacific,93494
2019,05,China Airlines,37106
2019,05,China Eastern,39962
2019,05,China Southern,35278
2019,05,Compass Airlines,53600
2019,05,Delta Air Lines,782782
2019,05,EVA Airways,100694
2019,05,El Al Israel Airlines LTD.,5896
2019,05,Emirates,52894
2019,05,Finnair,16384
2019,05,French Bee,21776
2019,05,Frontier Airlines,82606
2019,05,Hawaiian Airlines,61644
2019,05,Hong Kong Airlines Limited,21888
2019,05,Horizon Air,60216
2019,05,Iberia,20880
2019,05,Icelandair EHF,13094
2019,05,Japan Airlines,26572
2019,05,Jazz Aviation,35706
2019,05,JetBlue Airways,256902
2019,05,KLM Royal Dutch Airlines,63514
2019,05,Korean Air Lines,56850
2019,05,Lufthansa German Airlines,85450
2019,05,Norwegian Air UK Ltd,27472
2019,05,Philippine Airlines,66444
2019,05,Qantas Airways,44236
2019,05,SAS Airlines,22964
2019,05,Singapore Airlines,59138
2019,05,SkyWest Airlines,736896
2019,05,Southwest Airlines,556106
2019,05,Sun Country Airlines,37160
2019,05,Swiss International,36932
2019,05,"TACA International Airlines, S.A.",30748
2019,05,Thomas Cook Airlines,8432
2019,05,Turkish Airlines,38782
2019,05,United Airlines,3884096
2019,05,Virgin Atlantic,48162
2019,05,WestJet Airlines,44298
2019,06,ABC Aerolineas S.A. de C.V. dba Interjet,24116
2019,06,"Aer Lingus, Ltd.",35860
2019,06,Aeromexico,69308
2019,06,Air Canada,196252
2019,06,Air China,51340
2019,06,Air France,88338
2019,06,Air India Limited,35610
2019,06,Air Italy S.P.A,11352
2019,06,Air New Zealand,26414
2019,06,Air Pacific Limited dba Fiji Airways,14032
2019,06,Alaska Airlines,1078022
2019,06,All Nippon Airways,28530
2019,06,American Airlines,730772
2019,06,Asiana Airlines,34798
2019,06,British Airways,86236
2019,06,"COPA Airlines, Inc.",34856
2019,06,Cathay Pacific,98832
2019,06,China Airlines,39818
2019,06,China Eastern,41296
2019,06,China Southern,42484
2019,06,Compass Airlines,46382
2019,06,Delta Air Lines,887810
2019,06,EVA Airways,84042
2019,06,El Al Israel Airlines LTD.,5896
2019,06,Emirates,56636
2019,06,Finnair,17784
2019,06,French Bee,25532
2019,06,Frontier Airlines,104352
2019,06,Hawaiian Airlines,62874
2019,06,Hong Kong Airlines Limited,20214
2019,06,Horizon Air,57762
2019,06,Iberia,22692
2019,06,Icelandair EHF,15998
2019,06,Japan Airlines,28046
2019,06,Jazz Aviation,38524
2019,06,JetBlue Airways,254396
2019,06,KLM Royal Dutch Airlines,64624
2019,06,Korean Air Lines,59270
2019,06,Lufthansa German Airlines,89114
2019,06,Norwegian Air UK Ltd,26502
2019,06,Philippine Airlines,68226
2019,06,Qantas Airways,50290
2019,06,SAS Airlines,27960
2019,06,Singapore Airlines,64156
2019,06,SkyWest Airlines,725946
2019,06,Southwest Airlines,596794
2019,06,Sun Country Airlines,63344
2019,06,Swiss International,36590
2019,06,"TACA International Airlines, S.A.",31306
2019,06,TAP Air Portugal,17156
2019,06,Thomas Cook Airlines,15178
2019,06,Turkish Airlines,39360
2019,06,United Airlines,4342120
2019,06,Virgin Atlantic,52742
2019,06,WestJet Airlines,61308
2019,06,XL Airways France,4184
2019,07,ABC Aerolineas S.A. de C.V. dba Interjet,23410
2019,07,"Aer Lingus, Ltd.",33996
2019,07,Aeromexico,74352
2019,07,Air Canada,210514
2019,07,Air China,48028
2019,07,Air France,94974
2019,07,Air India Limited,36122
2019,07,Air Italy S.P.A,13242
2019,07,Air New Zealand,25884
2019,07,Air Pacific Limited dba Fiji Airways,12996
2019,07,Alaska Airlines,1086186
2019,07,All Nippon Airways,29334
2019,07,American Airlines,679040
2019,07,Asiana Airlines,35234
2019,07,British Airways,83416
2019,07,"COPA Airlines, Inc.",34560
2019,07,Cathay Pacific,100010
2019,07,China Airlines,41330
2019,07,China Eastern,42282
2019,07,China Southern,38238
2019,07,Compass Airlines,42086
2019,07,Delta Air Lines,953210
2019,07,EVA Airways,72866
2019,07,El Al Israel Airlines LTD.,11538
2019,07,Emirates,58452
2019,07,Finnair,17756
2019,07,French Bee,25660
2019,07,Frontier Airlines,105194
2019,07,Hawaiian Airlines,65878
2019,07,Hong Kong Airlines Limited,19186
2019,07,Horizon Air,64796
2019,07,Iberia,25720
2019,07,Icelandair EHF,16596
2019,07,Japan Airlines,26454
2019,07,Jazz Aviation,41000
2019,07,JetBlue Airways,249220
2019,07,KLM Royal Dutch Airlines,65698
2019,07,Korean Air Lines,62664
2019,07,Lufthansa German Airlines,90822
2019,07,Norwegian Air UK Ltd,27998
2019,07,Philippine Airlines,67468
2019,07,Qantas Airways,54220
2019,07,SAS Airlines,29108
2019,07,Singapore Airlines,65528
2019,07,SkyWest Airlines,744316
2019,07,Southwest Airlines,617408
2019,07,Sun Country Airlines,73626
2019,07,Swiss International,36038
2019,07,"TACA International Airlines, S.A.",32400
2019,07,TAP Air Portugal,21756
2019,07,Thomas Cook Airlines,15038
2019,07,Turkish Airlines,40182
2019,07,United Airlines,4513346
2019,07,Virgin Atlantic,52474
2019,07,WestJet Airlines,58996
2019,07,XL Airways France,16778
2019,08,ABC Aerolineas S.A. de C.V. dba Interjet,23052
2019,08,"Aer Lingus, Ltd.",34022
2019,08,Aeromexico,64570
2019,08,Air Canada,217490
2019,08,Air China,50892
2019,08,Air France,97044
2019,08,Air India Limited,33308
2019,08,Air Italy S.P.A,13910
2019,08,Air New Zealand,25374
2019,08,Air Pacific Limited dba Fiji Airways,13770
2019,08,Alaska Airlines,1104720
2019,08,All Nippon Airways,29318
2019,08,American Airlines,707198
2019,08,Asiana Airlines,32354
2019,08,British Airways,84030
2019,08,"COPA Airlines, Inc.",28718
2019,08,Cathay Pacific,84918
2019,08,China Airlines,38810
2019,08,China Eastern,43360
2019,08,China Southern,43198
2019,08,Compass Airlines,43446
2019,08,Delta Air Lines,940430
2019,08,EVA Airways,108164
2019,08,El Al Israel Airlines LTD.,11434
2019,08,Emirates,56858
2019,08,Finnair,17348
2019,08,French Bee,23930
2019,08,Frontier Airlines,107050
2019,08,Hawaiian Airlines,62720
2019,08,Hong Kong Airlines Limited,20410
2019,08,Horizon Air,62996
2019,08,Iberia,26276
2019,08,Icelandair EHF,14802
2019,08,Japan Airlines,26448
2019,08,Jazz Aviation,42106
2019,08,JetBlue Airways,253374
2019,08,KLM Royal Dutch Airlines,66870
2019,08,Korean Air Lines,59228
2019,08,Lufthansa German Airlines,90176
2019,08,Norwegian Air UK Ltd,27318
2019,08,Philippine Airlines,52366
2019,08,Qantas Airways,49730
2019,08,SAS Airlines,27218
2019,08,Singapore Airlines,62334
2019,08,SkyWest Airlines,713146
2019,08,Southwest Airlines,604358
2019,08,Sun Country Airlines,71032
2019,08,Swiss International,39546
2019,08,"TACA International Airlines, S.A.",29096
2019,08,TAP Air Portugal,25074
2019,08,Thomas Cook Airlines,15858
2019,08,Turkish Airlines,41056
2019,08,United Airlines,4796774
2019,08,Virgin Atlantic,51342
2019,08,WestJet Airlines,55024
2019,08,XL Airways France,19480
2019,09,ABC Aerolineas S.A. de C.V. dba Interjet,19788
2019,09,"Aer Lingus, Ltd.",34128
2019,09,Aeromexico,47406
2019,09,Air Canada,172870
2019,09,Air China,44588
2019,09,Air France,72902
2019,09,Air India Limited,29846
2019,09,Air Italy S.P.A,11184
2019,09,Air New Zealand,24870
2019,09,Air Pacific Limited dba Fiji Airways,10980
2019,09,Alaska Airlines,920482
2019,09,All Nippon Airways,24784
2019,09,American Airlines,668546
2019,09,Asiana Airlines,28512
2019,09,British Airways,75768
2019,09,"COPA Airlines, Inc.",28358
2019,09,Cathay Pacific,62696
2019,09,China Airlines,33734
2019,09,China Eastern,35814
2019,09,China Southern,33492
2019,09,Compass Airlines,19294
2019,09,Delta Air Lines,741914
2019,09,EVA Airways,81930
2019,09,El Al Israel Airlines LTD.,8786
2019,09,Emirates,51154
2019,09,Finnair,13648
2019,09,French Bee,25338
2019,09,Frontier Airlines,91708
2019,09,Hawaiian Airlines,52078
2019,09,Hong Kong Airlines Limited,20322
2019,09,Horizon Air,36076
2019,09,Iberia,27198
2019,09,Icelandair EHF,14160
2019,09,Japan Airlines,25826
2019,09,Jazz Aviation,23716
2019,09,JetBlue Airways,217810
2019,09,KLM Royal Dutch Airlines,72674
2019,09,Korean Air Lines,52094
2019,09,Lufthansa German Airlines,88816
2019,09,Norwegian Air UK Ltd,27524
2019,09,Philippine Airlines,34194
2019,09,Qantas Airways,41624
2019,09,SAS Airlines,27998
2019,09,Singapore Airlines,55782
2019,09,SkyWest Airlines,518038
2019,09,Southwest Airlines,496468
2019,09,Sun Country Airlines,29912
2019,09,Swiss International,37418
2019,09,"TACA International Airlines, S.A.",27144
2019,09,TAP Air Portugal,19404
2019,09,Thomas Cook Airlines,8994
2019,09,Turkish Airlines,39212
2019,09,United Airlines,3436064
2019,09,Virgin Atlantic,53080
2019,09,WestJet Airlines,40338
2019,09,XL Airways France,4332
2019,10,ABC Aerolineas S.A. de C.V. dba Interjet,13906
2019,10,"Aer Lingus, Ltd.",30968
2019,10,Aeromexico,47710
2019,10,Air Canada,146148
2019,10,Air China,42498
2019,10,Air France,56718
2019,10,Air India Limited,29686
2019,10,Air Italy S.P.A,9826
2019,10,Air New Zealand,22940
2019,10,Air Pacific Limited dba Fiji Airways,12868
2019,10,Alaska Airlines,990582
2019,10,All Nippon Airways,24552
2019,10,American Airlines,630342
2019,10,Asiana Airlines,29554
2019,10,British Airways,79644
2019,10,"COPA Airlines, Inc.",28078
2019,10,Cathay Pacific,71402
2019,10,China Airlines,37000
2019,10,China Eastern,36194
2019,10,China Southern,34830
2019,10,Compass Airlines,32608
2019,10,Delta Air Lines,781868
2019,10,EVA Airways,95132
2019,10,El Al Israel Airlines LTD.,10294
2019,10,Emirates,47938
2019,10,Finnair,10176
2019,10,French Bee,24470
2019,10,Frontier Airlines,93744
2019,10,Hawaiian Airlines,61716
2019,10,Hong Kong Airlines Limited,816
2019,10,Horizon Air,53728
2019,10,Iberia,16014
2019,10,Icelandair EHF,9650
2019,10,Japan Airlines,26664
2019,10,Jazz Aviation,34860
2019,10,JetBlue Airways,269104
2019,10,KLM Royal Dutch Airlines,60368
2019,10,Korean Air Lines,56014
2019,10,Lufthansa German Airlines,88442
2019,10,Norwegian Air Shuttle ASA,3278
2019,10,Norwegian Air UK Ltd,26046
2019,10,Philippine Airlines,41148
2019,10,Qantas Airways,43400
2019,10,SAS Airlines,26590
2019,10,Singapore Airlines,57406
2019,10,SkyWest Airlines,723332
2019,10,Southwest Airlines,554926
2019,10,Sun Country Airlines,23876
2019,10,Swiss International,36562
2019,10,"TACA International Airlines, S.A.",28080
2019,10,TAP Air Portugal,19378
2019,10,Turkish Airlines,39666
2019,10,United Airlines,3796306
2019,10,Virgin Atlantic,50894
2019,10,WestJet Airlines,29178
2019,11,ABC Aerolineas S.A. de C.V. dba Interjet,14142
2019,11,"Aer Lingus, Ltd.",26376
2019,11,Aeromexico,54092
2019,11,Air Canada,118440
2019,11,Air China,33156
2019,11,Air France,33672
2019,11,Air India Limited,33318
2019,11,Air New Zealand,22808
2019,11,Air Pacific Limited dba Fiji Airways,6720
2019,11,Alaska Airlines,904902
2019,11,All Nippon Airways,24668
2019,11,American Airlines,599062
2019,11,Asiana Airlines,29980
2019,11,British Airways,59222
2019,11,"COPA Airlines, Inc.",27880
2019,11,Cathay Pacific,80458
2019,11,China Airlines,38338
2019,11,China Eastern,37620
2019,11,China Southern,30284
2019,11,Compass Airlines,28394
2019,11,Delta Air Lines,673966
2019,11,EVA Airways,96586
2019,11,El Al Israel Airlines LTD.,8100
2019,11,Emirates,51040
2019,11,Finnair,6520
2019,11,French Bee,24426
2019,11,Frontier Airlines,88928
2019,11,Hawaiian Airlines,54768
2019,11,Horizon Air,61566
2019,11,Iberia,8748
2019,11,Icelandair EHF,6364
2019,11,Japan Airlines,25232
2019,11,Jazz Aviation,36930
2019,11,JetBlue Airways,246882
2019,11,KLM Royal Dutch Airlines,33544
2019,11,Korean Air Lines,52018
2019,11,Lufthansa German Airlines,72058
2019,11,Norwegian Air Shuttle ASA,17142
2019,11,Norwegian Air UK Ltd,20310
2019,11,Philippine Airlines,45710
2019,11,Qantas Airways,43544
2019,11,SAS Airlines,23044
2019,11,Singapore Airlines,58722
2019,11,SkyWest Airlines,659026
2019,11,Southwest Airlines,532336
2019,11,Sun Country Airlines,21120
2019,11,Swiss International,34344
2019,11,"TACA International Airlines, S.A.",30908
2019,11,TAP Air Portugal,16734
2019,11,Turkish Airlines,38094
2019,11,United Airlines,3400616
2019,11,Virgin Atlantic,48068
2019,12,ABC Aerolineas S.A. de C.V. dba Interjet,14696
2019,12,"Aer Lingus, Ltd.",26194
2019,12,Aeromexico,66202
2019,12,Air Canada,131616
2019,12,Air China,36078
2019,12,Air France,33948
2019,12,Air India Limited,33224
2019,12,Air New Zealand,32992
2019,12,Air Pacific Limited dba Fiji Airways,12072
2019,12,Alaska Airlines,975530
2019,12,All Nippon Airways,26972
2019,12,American Airlines,659032
2019,12,Asiana Airlines,35064
2019,12,British Airways,56372
2019,12,"COPA Airlines, Inc.",34384
2019,12,Cathay Pacific,95508
2019,12,China Airlines,38350
2019,12,China Eastern,40850
2019,12,China Southern,39404
2019,12,Compass Airlines,28930
2019,12,Delta Air Lines,700824
2019,12,EVA Airways,103388
2019,12,El Al Israel Airlines LTD.,10100
2019,12,Emirates,55000
2019,12,Finnair,1464
2019,12,French Bee,26500
2019,12,Frontier Airlines,83836
2019,12,Hawaiian Airlines,65412
2019,12,Horizon Air,60824
2019,12,Iberia,10216
2019,12,Icelandair EHF,5630
2019,12,Japan Airlines,24866
2019,12,Jazz Aviation,37020
2019,12,JetBlue Airways,235064
2019,12,KLM Royal Dutch Airlines,35684
2019,12,Korean Air Lines,59228
2019,12,Lufthansa German Airlines,77926
2019,12,Norwegian Air Shuttle ASA,18730
2019,12,Norwegian Air UK Ltd,20812
2019,12,Philippine Airlines,64502
2019,12,Qantas Airways,37922
2019,12,SAS Airlines,22824
2019,12,Singapore Airlines,63524
2019,12,SkyWest Airlines,716152
2019,12,Southwest Airlines,547044
2019,12,Sun Country Airlines,34304
2019,12,Swiss International,36606
2019,12,"TACA International Airlines, S.A.",35318
2019,12,TAP Air Portugal,18250
2019,12,Turkish Airlines,40022
2019,12,United Airlines,3724792
2019,12,Virgin Atlantic,50782
2020,01,ABC Aerolineas S.A. de C.V. dba Interjet,16580
2020,01,"Aer Lingus, Ltd.",25294
2020,01,Aeromexico,58322
2020,01,Air Canada,101690
2020,01,Air China,34618
2020,01,Air France,32820
2020,01,Air India Limited,36976
2020,01,Air New Zealand,33056
2020,01,Air Pacific Limited dba Fiji Airways,10704
2020,01,Alaska Airlines,837018
2020,01,All Nippon Airways,28480
2020,01,American Airlines,578944
2020,01,Asiana Airlines,35970
2020,01,British Airways,61550
2020,01,"COPA Airlines, Inc.",32956
2020,01,Cathay Pacific,95814
2020,01,China Airlines,41062
2020,01,China Eastern,41602
2020,01,China Southern,34794
2020,01,Compass Airlines,25018
2020,01,Delta Air Lines,601104
2020,01,EVA Airways,114296
2020,01,El Al Israel Airlines LTD.,8196
2020,01,Emirates,53018
2020,01,French Bee,19704
2020,01,Frontier Airlines,83810
2020,01,Hawaiian Airlines,66302
2020,01,Horizon Air,39658
2020,01,Iberia,9040
2020,01,Icelandair EHF,1126
2020,01,Japan Airlines,27344
2020,01,Jazz Aviation,32978
2020,01,JetBlue Airways,232552
2020,01,KLM Royal Dutch Airlines,33804
2020,01,Korean Air Lines,62542
2020,01,Lufthansa German Airlines,73812
2020,01,Norwegian Air Shuttle ASA,15238
2020,01,Norwegian Air UK Ltd,19504
2020,01,Philippine Airlines,74374
2020,01,Qantas Airways,40518
2020,01,SAS Airlines,20950
2020,01,Singapore Airlines,62868
2020,01,SkyWest Airlines,720766
2020,01,Southwest Airlines,471168
2020,01,Sun Country Airlines,23564
2020,01,Swiss International,34440
2020,01,"TACA International Airlines, S.A.",32562
2020,01,TAP Air Portugal,14458
2020,01,Turkish Airlines,39204
2020,01,United Airlines,3256990
2020,01,Virgin Atlantic,34344
2020,02,ABC Aerolineas S.A. de C.V. dba Interjet,14904
2020,02,"Aer Lingus, Ltd.",21784
2020,02,Aeromexico,36950
2020,02,Air Canada,97374
2020,02,Air China,6210
2020,02,Air France,31176
2020,02,Air India Limited,35146
2020,02,Air New Zealand,25446
2020,02,Air Pacific Limited dba Fiji Airways,7392
2020,02,Alaska Airlines,779340
2020,02,All Nippon Airways,21024
2020,02,American Airlines,562158
2020,02,Asiana Airlines,28564
2020,02,British Airways,57038
2020,02,"COPA Airlines, Inc.",29728
2020,02,Cathay Pacific,33336
2020,02,China Airlines,26848
2020,02,China Eastern,6016
2020,02,China Southern,6436
2020,02,Compass Airlines,27496
2020,02,Delta Air Lines,579384
2020,02,EVA Airways,66018
2020,02,El Al Israel Airlines LTD.,6212
2020,02,Emirates,48548
2020,02,French Bee,15272
2020,02,Frontier Airlines,72886
2020,02,Hawaiian Airlines,57812
2020,02,Horizon Air,33142
2020,02,Iberia,7938
2020,02,Japan Airlines,21568
2020,02,Jazz Aviation,29928
2020,02,JetBlue Airways,213592
2020,02,KLM Royal Dutch Airlines,31992
2020,02,Korean Air Lines,48706
2020,02,Lufthansa German Airlines,52726
2020,02,Norwegian Air Shuttle ASA,13194
2020,02,Norwegian Air UK Ltd,15432
2020,02,Philippine Airlines,60760
2020,02,Qantas Airways,39364
2020,02,SAS Airlines,19048
2020,02,Singapore Airlines,39270
2020,02,SkyWest Airlines,724992
2020,02,Southwest Airlines,456654
2020,02,Sun Country Airlines,17266
2020,02,Swiss International,27938
2020,02,"TACA International Airlines, S.A.",26690
2020,02,TAP Air Portugal,12204
2020,02,Turkish Airlines,35882
2020,02,United Airlines,2828024
2020,02,Virgin Atlantic,27640
2020,03,ABC Aerolineas S.A. de C.V. dba Interjet,8620
2020,03,"Aer Lingus, Ltd.",12664
2020,03,Aeromexico,22106
2020,03,Air Canada,67616
2020,03,Air China,3838
2020,03,Air France,13684
2020,03,Air India Limited,21676
2020,03,Air New Zealand,21650
2020,03,Air Pacific Limited dba Fiji Airways,2870
2020,03,Alaska Airlines,360830
2020,03,All Nippon Airways,9722
2020,03,American Airlines,262570
2020,03,British Airways,29216
2020,03,"COPA Airlines, Inc.",16514
2020,03,Cathay Pacific,13652
2020,03,China Airlines,16210
2020,03,China Southern,3012
2020,03,Compass Airlines,16862
2020,03,Delta Air Lines,267826
2020,03,EVA Airways,32730
2020,03,El Al Israel Airlines LTD.,2016
2020,03,Emirates,24372
2020,03,French Bee,6580
2020,03,Frontier Airlines,35454
2020,03,Hawaiian Airlines,37242
2020,03,Horizon Air,13042
2020,03,Iberia,3408
2020,03,Japan Airlines,7258
2020,03,Jazz Aviation,13488
2020,03,JetBlue Airways,103522
2020,03,KLM Royal Dutch Airlines,17066
2020,03,Korean Air Lines,15340
2020,03,Lufthansa German Airlines,20066
2020,03,Norwegian Air Shuttle ASA,7560
2020,03,Norwegian Air UK Ltd,8784
2020,03,Philippine Airlines,32728
2020,03,Qantas Airways,26036
2020,03,SAS Airlines,8902
2020,03,Singapore Airlines,18696
2020,03,SkyWest Airlines,371238
2020,03,Southwest Airlines,200780
2020,03,Sun Country Airlines,9574
2020,03,Swiss International,7936
2020,03,"TACA International Airlines, S.A.",11640
2020,03,TAP Air Portugal,4966
2020,03,Turkish Airlines,21480
2020,03,United Airlines,1521172
2020,03,Virgin Atlantic,16718
2020,04,Aeromexico,778
2020,04,Air Canada,1406
2020,04,Air China,400
2020,04,Alaska Airlines,14086
2020,04,All Nippon Airways,234
2020,04,American Airlines,38872
2020,04,British Airways,324
2020,04,China Eastern,368
2020,04,Compass Airlines,72
2020,04,Delta Air Lines,29178
2020,04,EVA Airways,2748
2020,04,Frontier Airlines,3216
2020,04,Hawaiian Airlines,2972
2020,04,Horizon Air,5718
2020,04,Japan Airlines,628
2020,04,Jazz Aviation,1718
2020,04,JetBlue Airways,7522
2020,04,Korean Air Lines,5558
2020,04,SkyWest Airlines,29566
2020,04,Southwest Airlines,18868
2020,04,Sun Country Airlines,248
2020,04,Swissport USA,1974
2020,04,United Airlines,111180
2020,05,Air Canada,974
2020,05,Air India Limited,3330
2020,05,Alaska Airlines,18880
2020,05,American Airlines,77616
2020,05,Asiana Airlines,5628
2020,05,China Southern,2330
2020,05,Delta Air Lines,60056
2020,05,EVA Airways,3168
2020,05,Frontier Airlines,10208
2020,05,Hawaiian Airlines,5904
2020,05,Horizon Air,18836
2020,05,JetBlue Airways,10658
2020,05,Korean Air Lines,4880
2020,05,Philippine Airlines,852
2020,05,SkyWest Airlines,137424
2020,05,Southwest Airlines,39340
2020,05,Sun Country Airlines,1854
2020,05,Swissport USA,686
2020,05,United Airlines,170516
2020,06,Air Canada,7004
2020,06,Air India Limited,19622
2020,06,Alaska Airlines,57382
2020,06,All Nippon Airways,3562
2020,06,American Airlines,151056
2020,06,Asiana Airlines,5436
2020,06,British Airways,2922
2020,06,Cathay Pacific,2162
2020,06,China Airlines,1438
2020,06,Delta Air Lines,90864
2020,06,EVA Airways,4766
2020,06,Frontier Airlines,25380
2020,06,Hawaiian Airlines,11658
2020,06,Horizon Air,44188
2020,06,JetBlue Airways,34588
2020,06,Korean Air Lines,5798
2020,06,Lufthansa German Airlines,2300
2020,06,Philippine Airlines,6052
2020,06,SkyWest Airlines,239340
2020,06,Southwest Airlines,108686
2020,06,Sun Country Airlines,7522
2020,06,Swissport USA,718
2020,06,United Airlines,277794
2020,07,Air Canada,7208
2020,07,Air France,3622
